,text,authors,sub_cluster
312,"Succession in the Hudson Bay Lowland, Northern Ontario, Canada | The hypothesis that successional pathways converge onto climax bog communities is tested in the Hudson Bay lowland of Canada using both chronosequence data and paleoecological reconstruction. A chronosequence of different age surfaces has resulted from land emergence out of Hudson Bay due to isostatic rebound during the late Holocene. The chronosequence results, based on remote-sensing data and ground surveys, indicate that successional pathways beginning on moist sites (mesoseres) and on dry sites (xeroseres) support quite different vegetation types on the youngest age surfaces, but ultimately converge onto Sphagnum bog communities which dominate the older ( gt 4000 yr) surfaces. The vegetation changes based on paleoecological reconstruction of a peat profile from a Sphagnum bog on a 4100 yr BP surface in the Hudson Bay lowland shows strong similarities to the present day vegetation along the regional chronosequence. The development of the Hudson Bay lowland appears to be primarily under the control of succession coupled with surface hydrology and, perhaps, climate. This result suggests that the pollen record may be more a reflection of a coupling of successional and environmental processes rather than externally forced climate changes. This work points to the critical need for understanding the contribution of succession (coupled with climate, soils, and hydrology) in the interpretation of paleoecological data. | ['klinger', 'short'] | ","['klinger', 'short']",0
313,"Surface wetness and mire development during the late Holocene in central Sweden | Late Holocene mire development and surface wetness changes have been studied in a small mixed mire located in central Sweden. Today the mire is characterized by a mainly ombrotrophic centre dominated by Sphagnum mosses, with Carex content increasing towards the more minerotrophic mire margins. Two peat sequences extracted from the central ombrotrophic part were investigated for stratigraphy, humification, testate amoebae analysis, C/N ratio and delta C-13 and delta N-15 stable isotopes. Three main stages of mire development are identified, with the first stage, between c. 4200 and 2600 cal. yr BP, characterized by water-logged conditions, suggesting a minerotrophic fen stage. The second stage, between c. 2600 and 1000 cal. yr BP, is characterized by more ombrotrophic conditions and Sphagnum-dominated vegetation. The onset of the prominent change at c. 2600 cal. yr BP could have been initiated by climate change coincident with a change in solar activity. The last stage, between c. 1000 and 50 cal. yr BP, is dominated by more ombrotrophic conditions, suggesting increased precipitation. This study shows that the response of hydrological proxies in a mixed mire during its development towards more ombrotrophic conditions might result in conflicting results, a finding that needs to be considered in palaeoenvironmental reconstructions from mires that change between ombrotrophic and minerotrophic settings. | ['andersson', 'schoning'] | ","['andersson', 'schoning']",1
314,"Synchronous changes in chironomid assemblages in two Arctic delta lake ecosystems after a major saltwater intrusion event | Low-lying Arctic coastal environments are threatened by marine storm surges, which are predicted to increase in frequency and intensity as a result of decreasing sea ice, rising sea levels and altered intensity and frequency of storm activity. The Mackenzie Delta of Canada's Northwest Territories, a vast, low-lying wetland ecosystem, is particularly susceptible to such storm surges, because much of the outer alluvial plain is below 2-m elevation. A large storm-surge event in September 1999 flooded > 13,000 ha of alluvial terrain and impacted the terrestrial and freshwater ecosystems of the region. Previous research on the limnological impacts of the storm surge recorded a shift from freshwater to brackish diatom taxa, and a change in cladoceran assemblages to more saline-tolerant species. We examined the remains of Chironomidae (Insecta, Diptera) in sediment cores from two lakes impacted by the 1999 saltwater inundation to determine whether the storm surge also affected benthic macroinvertebrate communities, which are particularly important to lake ecosystem function in Arctic regions. We observed an increase in the relative abundance of saline-tolerant taxa in the two impacted lakes, including Paratanytarsus and Cricotopus/Orthocladius, and decreases in saline-intolerant Sergentia and Corynocera oliveri-type, coincident with the 1999 storm. We observed no major assemblage changes after 1999 in a control lake located beyond the zone of inundation. The number of head capsules recovered from sediments of the impacted lakes increased after the 1999 storm, suggesting no negative impact on overall chironomid abundance as a result of the shift to brackish conditions. There has, however, been no recovery of the chironomid community to the pre-1999 composition. Earlier assemblage changes in both impacted lakes likely tracked regional climate warming in the region, known to have begun in the late nineteenth century. | ['kokelj', 'pisaric', 'smol', 'steele', 'thienpont', 'vermaire'] | ","['kokelj', 'pisaric', 'smol', 'steele', 'thienpont', 'vermaire']",4
315,"Temperature-controlled tundra fire severity and frequency during the last millennium in the Yukon-Kuskokwim Delta, Alaska | Wildfire is an important disturbance to Arctic tundra ecosystems. In the coming decades, tundra fire frequency, intensity, and extent are projected to increase because of anthropogenic climate change. To more accurately predict the effects of climate change on tundra fire regimes, it is critical to have detailed knowledge of the natural frequency and extent of past wildfires and how they responded to past climate variability. We present analyses of fire frequency and temperature from a lake sediment core from the Yukon-Kuskokwim (YK) Delta. Our ca. 1000 macroscopic charcoal record shows more frequent but possibly less severe tundra fires during the first half of the last millennium, whereas less frequent, possibly more severe fires characterize the latter half. Our temperature reconstruction, based on distributional changes of branched glycerol dialkyl glycerol tetraethers (brGDGTs), shows slightly warmer conditions from ca. AD 1000 to 1500, and cooler conditions thereafter (ca. AD 1500 to 2000), suggesting that fire frequency increases when climate is relatively warmer in this region. When wildfires occur more frequently, fire severity may decrease because of limited biomass (fuel source) accumulating between fires. The data suggest that tundra ecosystems are highly sensitive to climate change, and that a warmer climate, which is predicted to develop in the near future, will result in more frequent tundra wildfires. | ['holmes', 'mann', 'natali', 'russell', 'sae', 'lim', 'schade', 'vachula'] | ","['holmes', 'mann', 'natali', 'russell', 'sae', 'lim', 'schade', 'vachula']",4
316,Temporal Megabias: Latitudinal Controls on Time-Averaging of Terrestrial Death Assemblages and Their Ecological Data |  | ['miller'] | ,['miller'],2
317,"Temporal and spatial patterns of mitochondrial haplotype and species distributions in Siberian larches inferred from ancient environmental DNA and modeling | Changes in species' distributions are classically projected based on their climate envelopes. For Siberian forests, which have a tremendous significance for vegetation-climate feedbacks, this implies future shifts of each of the forest-forming larch (Larix) species to the north-east. However, in addition to abiotic factors, reliable projections must assess the role of historical biogeography and biotic interactions. Here, we use sedimentary ancient DNA and individual-based modelling to investigate the distribution of larch species and mitochondrial haplotypes through space and time across the treeline ecotone on the southern Taymyr peninsula, which at the same time presents a boundary area of two larch species. We find spatial and temporal patterns, which suggest that forest density is the most influential driver determining the precise distribution of species and mitochondrial haplotypes. This suggests a strong influence of competition on the species' range shifts. These findings imply possible climate change outcomes that are directly opposed to projections based purely on climate envelopes. Investigations of such fine-scale processes of biodiversity change through time are possible using paleoenvironmental DNA, which is available much more readily than visible fossils and can provide information at a level of resolution that is not reached in classical palaeoecology. | ['epp', 'herzschuh', 'kath', 'kruse', 'pestryakova', 'stoof', 'leichsenring', 'tiedemann'] | ","['epp', 'herzschuh', 'kath', 'kruse', 'pestryakova', 'stoof', 'leichsenring', 'tiedemann']",1
318,"Terrestrial biosphere changes over the last 120 kyr | A new global synthesis and biomization of long (>40 kyr) pollen-data records is presented and used with simulations from the HadCM3 and FAMOUS climate models and the BIOME4 vegetation model to analyse the dynamics of the global terrestrial biosphere and carbon storage over the last glacial-interglacial cycle. Simulated biome distributions using BIOME4 driven by HadCM3 and FAMOUS at the global scale over time generally agree well with those inferred from pollen data. Global average areas of grassland and dry shrubland, desert, and tundra biomes show large-scale increases during the Last Glacial Maximum, between ca. 64 and 74 ka BP and cool substages of Marine Isotope Stage 5, at the expense of the tropical forest, warm-temperate forest, and temperate forest biomes. These changes are reflected in BIOME4 simulations of global net primary productivity, showing good agreement between the two models. Such changes are likely to affect terrestrial carbon storage, which in turn influences the stable carbon isotopic composition of seawater as terrestrial carbon is depleted in C-13. | ['allen', 'anderson', 'behling', 'bhagwat', 'borisova', 'bush', 'correa', 'metrio', 'finch', 'frechette', 'gosling', 'granoszewski', 'grimm', 'gruger', 'hanselman', 'harrison', 'hill', 'hoogakker', 'huntley', 'jimenez', 'moreno', 'kershaw', 'ledru', 'lozano', 'garcia', 'magri', 'marchant', 'mckenzie', 'muller', 'nakagawa', 'novenko', 'penny', 'prentice', 'sadori', 'scott', 'singarayer', 'smith', 'stevenson', 'tzedakis', 'valdes', 'vandergoes', 'velichko', 'whitlock', 'de', 'vernal'] | ","['allen', 'anderson', 'behling', 'bhagwat', 'borisova', 'bush', 'correa', 'metrio', 'finch', 'frechette', 'gosling', 'granoszewski', 'grimm', 'gruger', 'hanselman', 'harrison', 'hill', 'hoogakker', 'huntley', 'jimenez', 'moreno', 'kershaw', 'ledru', 'lozano', 'garcia', 'magri', 'marchant', 'mckenzie', 'muller', 'nakagawa', 'novenko', 'penny', 'prentice', 'sadori', 'scott', 'singarayer', 'smith', 'stevenson', 'tzedakis', 'valdes', 'vandergoes', 'velichko', 'whitlock', 'de', 'vernal']",4
319,"Testate amoeba records indicate regional 20th-century lowering of water tables in ombrotrophic peatlands in central-northern Alberta, Canada | Testate amoebae are abundant in the surface layers of northern peatlands. Analysis of their fossilized shell (test) assemblages allows for reconstructions of local water-table depths (WTD). We have reconstructed WTD dynamics for five peat cores from peatlands ranging in distance from the Athabasca bituminous sands (ABS) region in western Canada. Amoeba assemblages were combined with plant macrofossil records, acid-insoluble ash (AIA) fluxes and instrumental climate data to identify drivers for environmental change. Two functional traits of testate amoebae, mixotrophy and the tendency to integrate xenogenic mineral matter in test construction, were quantified to infer possible effects of AIA flux on testate amoeba presence. Age-depth models showed the cores each covered at least the last ~315 years, with some spanning the last millennium. Testate amoeba assemblages were likely affected by permafrost development in two of the peatlands, yet the most important shift in assemblages was detected after 1960 CE. This shift represents a significant apparent lowering of water tables in four out of five cores, with a mean drop of ~15 cm. Over the last 50 years, assemblages shifted towards more xerophilous taxa, a trend which was best explained by increasing Sphagnum s. Acutifolia and, to a lesser extent, mean summer temperature. This trend was most evident in the two cores from the sites located farthest away from the ABS region. AIA flux variations did not show a clear effect on mineral-agglutinating taxa, nor on S. s. Acutifolia presence. We therefore suggest the drying trend was forced by the establishment of S. s. Acutifolia, driven by enhanced productivity following regional warming. Such recent apparent drying of peatlands, which may only be reconstructed by appropriate indicators combined with high chronological control, may affect vulnerability to future burning and promote emissions of CO<sub>2</sub>. | ['bellen', 'davy', 'froese', 'garneau', 'magnan', 'mullan', 'boudreau', 'shotyk', 'zaccone'] | ","['bellen', 'davy', 'froese', 'garneau', 'magnan', 'mullan', 'boudreau', 'shotyk', 'zaccone']",3
320,"Testate amoeba as palaeohydrological indicators in the permafrost peatlands of north-east European Russia and Finnish Lapland | To explore the use of testate amoeba for investigating the impacts of climate change on permafrost peatland hydrology, we established a new modern training set from Arctic permafrost peatlands in north-east European Russia and Finnish Lapland. Ordination analyses showed that water-table depth (WTD) was the most important control on testate amoeba distribution. We developed a new testate amoeba-based WTD transfer function and thoroughly tested it. We found that our transfer function had strong predictive power. The best-performing model was based on tolerance-downweighted weighted averaging with inverse deshrinking (R-2 = 0.77, RMSEP = 5.62 cm with leave-one-out cross validation). The new transfer function was applied to a short peat core from Arctic Russia and revealed two major hydrological shifts, which could be validated against plant macrofossil data. We also compared our model to another two models from more temperate peatlands. Comparison of the different testate amoeba datasets suggests that testate amoeba ecohydrological relationships are similar for permafrost peatlands to those in more temperate regions, but there are some differences that suggest a need for training datasets that are fully representative of permafrost peatlands. Copyright (C) 2017 John Wiley & Sons, Ltd. | ['amesbury', 'charman', 'gallego', 'sala', 'ronkainen', 'valiranta', 'zhang'] | ","['amesbury', 'charman', 'gallego', 'sala', 'ronkainen', 'valiranta', 'zhang']",3
321,"Thermophilic tree species reinvade subalpine Sweden - Early responses to anomalous late holocene climate warming | Consistent with general predictions and earlier empirical studies, it appears that recent climate warming has started to affect large-scale biogeographical patterns in northern Sweden. Long-term, systematic monitoring in permanent altitudinal belt transects reveals spread of broadleaved thermophilic tree species with quite different life histories into the subalpine forest belt. Saplings of Quercus robur, Ulmus glabra, Acer platanoides, Alnus glutinosa, and Betula pendula have responded to altered climatic conditions by jump-dispersal in the order of 50-300 km northwards and 500-800 m upwards. Thereby, they have reinvaded elevations where they grew during the warmest phase of the Holocene, 9500-8000 years ago, but were subsequently extirpated by Neoglacial cooling. Confined to the past 15 years or so, these unique observations are consistent with background climatic data, i.e. warming of all seasons. The results contribute to more realistic vegetation models by stressing that at least certain plant species are able to track climate warming without substantial migration lag. | ['kullman'] | ",['kullman'],4
322,"Total photosynthetic biomass record between 9400 and 2200 BP and its link to temperature changes at a High Arctic site near Ny-Alesund, Svalbard | Changes in vegetation biomass have a great impact on many aspects of the Arctic ecosystem, and historical variations of biomass in Svalbard during the Holocene remain poorly understood. In this study, we collected a palaeo-notch sediment profile in Ny-angstrom lesund, Svalbard, performed organic biomarker and geochemical analysis on the sediments, reconstructed the photosynthetic biomass record during the interval of 9400-2200 BP, and examined the relationship between the photosynthetic biomass changes and Holocene temperature records in the Arctic region. The photosynthetic biomass production in Ny-angstrom lesund experienced four development periods. It rose steadily at the beginning of the Holocene and became stabilized at a high level during the Holocene thermal maximum. However, the photosynthetic biomass dropped sharply during the mid-Holocene transition. After that, it showed a small peak during the interval of 3000-2500 BP. The historical photosynthetic biomass record is in good agreement with the temperature records: the photosynthetic biomass production increases during warmer periods, and vice versa. Therefore, temperature is likely the driving factor controlling the photosynthetic biomass production. This study improves our understanding of the terrestrial ecosystem and its responses to climate change in the Arctic. | ['cheng', 'sun', 'wang', 'wang', 'xie', 'yang', 'yuan'] | ","['cheng', 'sun', 'wang', 'wang', 'xie', 'yang', 'yuan']",3
323,"Trace metal profiles in the varved sediment of an Arctic lake | Varved (annually-laminated) sediments offer a rare and physically undisturbed archive of past trace metal deposition and limnological conditions. Here, a high-resolution 1,300 year record of metal accumulation is presented from a varved lake sediment on Devon Island in the Canadian High Arctic. Down-core concentration profiles of Cd, Cu and Zn were positively correlated (P < 0.01) with organic C (Cd, Zn) or with leachable Fe (Cu), while distinct sub-surface peaks of these metals coincided with those of Fe, S and other redox-sensitive elements such as Co, Cr and U. The fluxes of these metals since 1854 were correlated with elements such as Ca, Al and La (P < 0.001) which are predominantly of local geological origin. Furthermore, the Cd, Cu and Zn patterns did not match concurrent records in Greenland Summit ice over the last century, nor global industrial emission histories. These facts suggest that inputs from local geological sources, coupled with some degree of post-depositional mobility or association with organic matter inputs, explain the metals' sedimentary profiles, which were apparently not affected by long-range atmospheric metal pollution. Mercury concentrations were strongly correlated with total diatom abundance over the last 400 yrs, especially during the 20th Century when a two-fold increase in Hg concentrations and a four order-of-magnitude increase in diatoms occurred in tandem. Since 1854, 81% of the variation in Hg flux was associated with diatom and Ca fluxes. A similar correspondence between Hg and diatoms was found in a second lake nearby, confirming that the relationship was not unique to the main study lake. Recent Hg increases in Arctic and sub-Arctic lakes have been attributed to global anthropogenic Hg emissions. We propose an alternative hypothesis for High Arctic lakes: the recent Hg increases may be partly or entirely the product of elevated rates of Hg scavenging from the water column caused by markedly greater algal productivity, which in turn was driven by accelerating climate warming during the 20th Century. Given the important environmental assessment and policy implications if the alternative hypothesis is true, the possible effects of climate warming on sedimentary Hg fluxes in this region deserve further study. Copyright (c) 2005 Elsevier Ltd. | ['hamilton', 'lockhart', 'mcneely', 'outridge', 'percival', 'stern'] | ","['hamilton', 'lockhart', 'mcneely', 'outridge', 'percival', 'stern']",3
324,"Tracking long-term changes in climate using algal indicators in lake sediments | Interest in climate change research has taken on new relevance with the realization that human activities, such as the accelerated release of the so-called greenhouse gases, may be altering the thermal properties of our atmosphere. Important social, economic, and scientific questions include the following. Is climate changing? If so, can these changes be related to human activities? Are episodes of extreme weather, such as droughts or hurricanes, increasing in frequency? Long-term meteorological data, on broad spatial and temporal scales, are needed to answer these questions. Unfortunately, such data were never gathered; therefore, indirect proxy methods must be used to infer past climatic trends. A relatively untapped source of paleoclimate data is based on hindcasting past climatic trends using the environmental optima and tolerances of algae (especially diatoms) preserved in lake sediment profiles. Paleophycologists have used two approaches. Although still controversial, attempts have been made to directly infer climatic variables, such as temperature, from past algal assemblages. The main assumption with these types of analyses is that species composition is either directly related to temperature or that algal assemblages are related to some variable linearly related to temperature. The second more commonly used approach is to infer a limnological variable (e.g. water chemistry, lake ice cover, etc.) that is related to climate. Although paleolimnological approaches are broadly similar across climatic regions, the environmental gradients that paleophycologists track can be very different. For example, climatic inferences in polar regions have focused on past lake ice conditions, whereas in lakes near arctic treeline ecotones, paleophycologists have developed methods to infer past lakewater-dissolved organic carbon, because this variable has been linked to the density of coniferous trees in a drainage basin. In closed-basin lakes in arid and semiarid regions, past lakewater salinity, which can be robustly reconstructed from fossil algal assemblages, is closely tied to the balance of evaporation and precipitation (i.e. drought frequency). Some recent examples of paleophycolgical work include the documentation of striking environmental changes in high arctic environments in the 19th century believed to be related to climate warming. Meanwhile, diatom-based reconstructions of salinity (e.g. the Great Plains of North America and Africa) have revealed prolonged periods of droughts over the last few millennia that have greatly exceeded those recorded during recent times. Marked climatic variability that is outside the range captured by the instrumental record has a strong bearing on sustainability of human societies. Only with a long-term perspective can we understand natural climatic variability and the potential influences of human activities on climate and thereby increase our ability to understand future climate. | ['cumming', 'smol'] | ","['cumming', 'smol']",0
325,"Tracking the long-term responses of diatoms and cladocerans to climate warming and human influences across lakes of the Ring of Fire in the Far North of Ontario, Canada | The extensive peatlands and lakes of the Far North of Ontario warrant committed scientific attention given their status as a significant carbon sink. Economic interest in this region has recently increased due to the discovery of vast mineral deposits (mainly chromite and nickel) known as the ""Ring of Fire''. Mineral exploration and infrastructure planning are underway, but environmental monitoring is only beginning. Detailed baseline ecological information is required to assess the impacts of future resource extraction within the context of multiple environmental stressors (including recent regional climate warming). Here we use sediment cores from two relatively deep lakes (Zmax [approximately] 10 m) and two shallow lakes (Zmax [approximately] 2 m), all located in the vicinity of the Ring of Fire, to examine biotic responses to warming prior to the commencement of mining activities. Our data show that, over the past [approximately]150 years, diatom and cladoceran sedimentary assemblages have transitioned from dominance by littoral/benthic forms to greater abundances of planktonic cladoceran (an increase of [approximately]3 to 34 %) and diatom taxa (an increase of [approximately]3 to 22 %). Increased relative abundances of planktonic taxa are consistent with warming-induced changes in lake properties including longer ice-free periods and increased production by planktonic algae. The response of diatom assemblages in shallow lakes to warming preceded the deeper lakes by [approximately]45 to 60 years, and substantial increases in aquatic production ([approximately]4 to 15 times higher than in sediments deposited prior to 1900) were observed in the shallow lakes, in agreement with previous analyses demonstrating the heightened sensitivity of shallow systems to climate warming. These data provide important information necessary to distinguish potential ecological impacts related to resource extraction from natural variation and the ongoing responses to regional climate warming. | ['hargan', 'jeziorski', 'keller', 'nelligan', 'paterson', 'ruhland', 'smol'] | ","['hargan', 'jeziorski', 'keller', 'nelligan', 'paterson', 'ruhland', 'smol']",0
326,"Transformation of alpine and subalpine vegetation in a potentially warmer future, the Anthropocene era. Tentative projections based on long-term observations and paleovegetation records | Predicted global warming as a consequence of rising atmospheric concentrations of greenhouse gases is anticipated to force reorganization of alpinoboreal ecosystems. On these premises, the objective of this paper is to make tentative projections of subalpine/alpine plant cover performance over the present century in the Scandes Mountains of Sweden. This effort draws on paleovegetation data; reversal of a consistent Holocene cooling trend, and monitoring of the concerned system over the past century with predominant climate warming. On all time-scales, upper elevational species limits respond idiosyncratically and without appreciable time-lag to climate warming. Ecological impacts are largely mediated by snowmelt timing. Treelines and upper limits of subalpine/alpine vascular plants are projected to rise by at least 500 m, given a midrange projection of 3 degrees C secular warming. Over large parts of the landscape, however, strong or even strengthened wind exposure retards, reduces or prohibits this expansion and particularly the establishment of trees and closed forest. Thus, the alpine character of the landscape largely remains, while the ground cover takes on a denser and more luxuriant appearance. Upward plant migration implies a significant rise of species richness at high elevations, which possibly enhances ecosystem stability. Nothing suggests that rare and strongly specialized alpine plant species will be regionally extirpated or totally extinct in this region. Geomorphic instability (wind, water) in treeless alpine areas counteracts closure of the ground cover. Reproduction and vigour may even become stimulated for this group of species. Species-specific plant responses tend to upset traditional biogeographic zonation schemes, based on diagnostic species. Plant communities dependent on late snow-lie, i.e. alpine snowbed vegetation, alpine mires, subalpine birch forest and montane spruce forest lose substantially in prominence. With future climate warming, Pinus sylvestris resumes the dominant role in forest-alpine tundra ecotone it had during the thermal optimum in the early Holocene. | ['kullman'] | ",['kullman'],3
327,"Tree mortality following partial harvests is determined by skidding proximity | Recently developed structural retention harvesting strategies aim to improve habitat and ecological services provided by managed forest stands by better emulating natural disturbances. The potential for elevated mortality of residual trees following such harvests remains a critical concern for forest managers, and may present a barrier to more widespread implementation of the approach. We used a harvest chronosequence combined with dendrochronological techniques and an individual-based neighborhood analysis to examine the rate and time course of residual-tree mortality in the first decade following operational partial ""structural retention'' harvests in the boreal forest of Ontario, Canada. In the first year after harvest, residual-tree mortality peaked at 12.6 times the preharvest rate. Subsequently, mortality declined rapidly and approached preharvest levels within 10 years. Proximity to skid trails was the most important predictor both of windthrow and standing death, which contributed roughly equally to total postharvest mortality. Local exposure further increased windthrow risk, while crowding enhanced the risk of standing mortality. Ten years after harvest, an average of 10.5% of residual trees had died as a result of elevated postharvest mortality. Predicted cumulative elevated mortality in the first decade after harvest ranged from 2.4% to 37% of residual trees across the observed gradient of skid trail proximity, indicating that postharvest mortality will remain at or below acceptable rates only if skidding impacts are minimized. These results represent an important step toward understanding how elevated mortality may influence stand dynamics and habitat supply following moderate-severity disturbances such as partial harvests, insect outbreaks, and windstorms. | ['caspersen', 'thomas', 'thorpe'] | ","['caspersen', 'thomas', 'thorpe']",0
328,"The Tunguska catastrophe and its effect on the vegetation | A summary account of the findings of various expeditions on the Tunguska catastrophe, caused by the explosion of a cosmic body (identified by various authorities as a meteorite, a small comet, a piece of anti-matter, or a nuclear-powered space-ship) over the Siberian taiga on 30 June 1908. The pattern of forest destruction by blast and fire is described, and it has been established that the explosion occurred at an altitude of 5-7 km. The evidence of tree-ring studies is discussed: in some places (but not everywhere) the growth rate of surviving trees increased greatly after the catastrophe. In 1958, radioactivity of the peat and soil in the region was normal. Determination of the radioactivity in the wood of growing trees indicated that radioactivity had increased only after 1945 (i.e. the year of the explosion of the first atomic bomb). The distinguishing feature of the Tunguska catastrophe (believed by this author to have been caused by a meteorite) is the distinct radial pattern of tree fall. The total area affected was > 1500 sq.km. KEYWORDS: Meteorites \ Pollution, radioactive from fall out | ['vronskij'] | ",['vronskij'],3
329,"Understanding the origin and analysis of sediment-charcoal records with a simulation model | Interpreting sediment-charcoal records is challenging because there is little information linking charcoal production from fires to charcoal accumulation in lakes. We present a numerical model simulating the major processes involved in this pathway. The model incorporates the size, location, and frequency of fires, primary and secondary charcoal transport, sediment mixing, and sediment sampling. We use the model as a tool to evaluate assumptions of charcoal dispersal and taphonomy and to assess the merits of inferring local and regional fire history by decomposing charcoal records into low-frequency ('background') and high-frequency ('peak') components. Under specific dispersal scenarios, the model generates records similar in appearance to sediment-charcoal records from Alaskan boreal forests. These scenarios require long-distance dispersal (e.g. 10(0)-10(1) km), consistent with observations from wildfires but longer than previously inferred from experimental dispersal data. More generally, charcoal accumulation in simulated records mainly reflects area burned within the charcoal source area. Variability in charcoal peak heights is primarily explained by the size of charcoal source areas relative to the size of simulated fires, with an increase in this ratio resulting in increased variability in peak heights. Mixing and multi-year sampling add noise to charcoal records, obscuring the relationship between area burned and charcoal accumulation. This noise highlights the need for statistical treatments of charcoal records. Using simulated records we demonstrate that long-term averages of charcoal accumulation (> 10 x mean fire return interval) correlate well with area burned within the entire charcoal source area. We further demonstrate how decomposing simulated records to isolate the peak component emphasizes fire occurrence at smaller spatial scales (< 1 km radius), despite the importance of long-distance charcoal dispersal in simulating charcoal records similar to observations. Together, these results provide theoretical support for the analysis of charcoal records using the decomposition approach. (C) 2007 Elsevier Ltd. All rights reserved. | ['brubaker', 'gavin', 'higuera', 'peter'] | ","['brubaker', 'gavin', 'higuera', 'peter']",0
330,"Variability of plant species diversity in Swedish natural forest and its relation to atmospheric deposition | Within a subprogram of Integrated Monitoring (IM), understorey vegetation in Swedish natural forests was observed at fifteen reference sites over the country for twelve seasons, 1982-1993. The main task of the subprogram was to assess the impact of atmospheric deposition, mainly sulphur and nitrogen, on natural vegetation through time. The present study is focused on the variability of plant species diversity at community level and the possible impact of sulphur and nitrogen deposition. Species richness, evenness and diversity varied greatly among the sites, and between years within each site. Regarding only coniferous forests the species richness was higher in the north than in the south. But the effects of site condition and atmospheric deposition were not clarified. Changes in species diversity through time differed from site to site. No overall temporal trend was found. The atmospheric deposition of sulphur and nitrogen demonstrated a clear geographical pattern being low in the north-west and high in the south-west. Sulphur deposition declined significantly in Southern Sweden during the period. We concluded that the species diversity of understorey vegetation at the Swedish IM sites was not significantly influenced by atmospheric deposition. The changes observed are explained as natural processes. | ['brakenhielm', 'liu'] | ","['brakenhielm', 'liu']",3
331,"Variations in leaf area index in northern and eastern North America over the past 21,000 years: a data-model comparison | Over the past 10 years, there has been a growing debate about the relative importance of late-Quaternary variations in climate and CO2 as drivers of changes in vegetation structure. In this study, we compare new datasets of pollen-reconstructed leaf area index values (LAIs) for northern and eastern North America with BIOME4 simulations and regional vegetation histories in order to identify sources of data-model disagreements and assess the relative influence Of CO2 and climate on LAI. BIOME4, an equilibrium biogeochemistry-biogeography vegetation model, was forced by climate simulations from the Hadley Centre Unified GCM to simulate changes in LAI at 1000-year intervals for the past 21,000 years in six regions of North America. BIOME4 simulations included sensitivity experiments to investigate the effects Of CO2 and climate on LAI. Pollen-reconstructed LAIs were based on the modern analog technique and a cross-referencing of surface pollen samples against recent LAI observations from the MODIS sensor. Pollen-reconstructed LAIs were biased towards too high values due to lower-than-present atmospheric CO2; sensitivity experiments with BIOME4 suggested that this bias ranged from 13 +/- 7% during the Lateglacial period (21-12 ka) to 7 +/- 4% during the Holocene (11-0 ka).:Simulated and reconstructed LAI trends agreed well for western Canada, southeastern Canada/northern US, and eastern North America, but significant discrepancies were observed in the Midwestern LIS, Alaska, and southeastern US. Causes of data-model discrepancies varied by region and were due to (1) inaccurate simulation of the prairie-forest ecotone in the Midwestern US due to too-wet climate simulations; (2) a combination of too-high simulated LAIs for Lateglacial tundra and too-low reconstructed LAIs from Alaskan pollen samples that lacked modern analogs; and (3) too-high reconstructed LAIs for scrublands in the southeastern US. Sensitivity tests indicated that late-Quaternary changes in LAI were driven primarily by climate, with CO2 as a secondary influence. Sensitivity simulations in which climate was allowed to vary while CO2 was constant agreed better with reconstructed LAIs and regional vegetation histories than did the simulations in which CO2 varied and climate was constant. Our work emphasizes the need for models to incorporate the effects of both CO2 and climate on late-Quaternary vegetation dynamics and structure. We show that LAI is a viable paleo-vegetation proxy that can be used as a benchmark for rigorous, quantitative data-model comparisons focusing primarily on vegetation history, particularly in regions with high densities of fossil pollen data. (C) 2008 Elsevier Ltd. All rights reserved. | ['gonzales', 'kaplan', 'williams'] | ","['gonzales', 'kaplan', 'williams']",3
332,"Vegetation and lake changes on the southern Taymyr peninsula, northern Siberia, during the last 300 years inferred from pollen and Pediastrum green algae records | Siberian arctic vegetation and lake water communities, known for their temperature dependence, are expected to be particularly impacted by recent climate change and high warming rates. However, decadal information on the nature and strength of recent vegetation change and its time lag to climate signals are rare. In this study, we present a Pb-210/Cs-137 dated pollen and Pediastrum species record from a unnamed lake in the south of the Taymyr peninsula covering the period from AD 1706 to 2011. Thirty-nine palynomorphs and 10 morphotypes of Pediastrum species were studied to assess changes in vegetation and lake conditions as probable responses to climate change. We compared the pollen record with Pediastrum species, which we consider to be important proxies of climate changes. Three pollen assemblage zones characterised by Betula nana, Alnus viridis and Larix gmelinii (1706-1808); herbs such as Cyperaceae, Artemisia or Senecio (1808-1879), and higher abundance of Larix pollen (1955-2011) are visible. Also, three Pediastrum assemblage zones show changes of aquatic conditions: higher abundances of Pediastrum boryanum var. brevicorne (1706-1802); medium abundances of P. kawraiskyi and P. integrum (1802-1840 and 1920-1980), indicating cooler conditions while less eutrophic conditions are indicated by P. boryanum, and a mainly balanced composition with only small changes of cold- and warm-adapted Pediastrum species (1965-2011). In general, compositional Pediastrum species turnover is slightly higher than that indicated by pollen data (0.54 vs 0.34 SD), but both are only minor for this treeline location. In conclusion, the relevance of differentiation of Pediastrum species is promising and can give further insights into the relationship between lakes and their surrounding vegetation transferred onto climatic conditions. | ['herzschuh', 'niemeyer', 'pestryakova'] | ","['herzschuh', 'niemeyer', 'pestryakova']",4
